Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
"when things did not take place as they expected, it could have looked as if the bridegroom were delaying.","kanaaf wanti isaan eegan utuu hin raawwatamin yommuu hafetti, dhirsi misirroo ykn yesus akka barfate isaanitti dhaga'amee ture.",KEEP,VALID,CONSISTENT,"when things did not take place as they expected, it could have looked as if the bridegroom were delaying.","kanaaf wanti isaan eegan utuu hin raawwatamin yommuu hafetti, dhirsi misirroo ykn yesus akka barfate isaanitti dhaga'amee ture."
", . a relate an experience that shows the value of asking well chosen questions.",", . a muuxannoo faayidaa gaaffii itti yaadametti fayyadamuun qabu ibsu dubbadhu.",KEEP,VALID,CONSISTENT,", . a relate an experience that shows the value of asking well chosen questions.",", . a muuxannoo faayidaa gaaffii itti yaadametti fayyadamuun qabu ibsu dubbadhu."
how can you prepare for that day?,guyyaa sanaaf qophaa uu kan dandeessu akkamitti?,KEEP,VALID,CONSISTENT,how can you prepare for that day?,guyyaa sanaaf qophaa uu kan dandeessu akkamitti?
"notably, this began with the cedar point, ohio, convention in and lasts all the way down to the great tribulation.","akkuma beekamu labsiin kun kan jalqabame, walga ii guddaa bara seedaar pooyint, ohaayootti godhamerratti yommuu ta u, hanga rakkina isa guddaatti itti fufa.",KEEP,VALID,CONSISTENT,"notably, this began with the cedar point, ohio, convention in and lasts all the way down to the great tribulation.","akkuma beekamu labsiin kun kan jalqabame, walga ii guddaa bara seedaar pooyint, ohaayootti godhamerratti yommuu ta u, hanga rakkina isa guddaatti itti fufa."
"hence, anyone who desires jehovah s friendship is obliged to forgive the shortcomings of his fellow human.","kanaaf, namni michuu yihowaa ta'uu barbaadu kamiyyuu, hir'ina warra kaaniitiif dhiifama gochuuf dirqamni irra jira.",KEEP,VALID,CONSISTENT,"hence, anyone who desires jehovah s friendship is obliged to forgive the shortcomings of his fellow human.","kanaaf, namni michuu yihowaa ta'uu barbaadu kamiyyuu, hir'ina warra kaaniitiif dhiifama gochuuf dirqamni irra jira."
"children need to understand that the local congregation is a part of a worldwide organization of over , congregations.","ijoolleen, gumiinsaanii kutaa jaarmiyaa addunyaa maraa gumiiwwan , ol qabatee akka ta'e hubachuu isaan barbaachisa.",KEEP,VALID,CONSISTENT,"children need to understand that the local congregation is a part of a worldwide organization of over , congregations.","ijoolleen, gumiinsaanii kutaa jaarmiyaa addunyaa maraa gumiiwwan , ol qabatee akka ta'e hubachuu isaan barbaachisa."
to go and serve where the need is greater has been one of the better decisions i have ever made!,"murtoon ani iddoo gargaarsi caalaatti barbaachisu deemee tajaajiluuf godhe, murtoo gaarii ani jireenya koo keessatti godhe keessaa isa guddaa dha!",KEEP,VALID,CONSISTENT,to go and serve where the need is greater has been one of the better decisions i have ever made!,"murtoon ani iddoo gargaarsi caalaatti barbaachisu deemee tajaajiluuf godhe, murtoo gaarii ani jireenya koo keessatti godhe keessaa isa guddaa dha!"
"they recognized that jehovah was using moses to guide his people, so they approached moses with their various problems.","yihowaan sabasaa geggeessuuf museetti fayyadamaa akka jiru waan hubataniif, israa'eloonni rakkina garaagaraatiif furmaata argachuuf gara musee dhaqu turan.",KEEP,VALID,CONSISTENT,"they recognized that jehovah was using moses to guide his people, so they approached moses with their various problems.","yihowaan sabasaa geggeessuuf museetti fayyadamaa akka jiru waan hubataniif, israa'eloonni rakkina garaagaraatiif furmaata argachuuf gara musee dhaqu turan."
b what can we learn from the sacrifices offered up by abel and by patriarchs who lived prior to the law?,b aarsaawwan abeeliifi abbootiin amantii seerichi kennamuusaa dura turan dhiheessanirraa maal baranna?,KEEP,VALID,CONSISTENT,b what can we learn from the sacrifices offered up by abel and by patriarchs who lived prior to the law?,b aarsaawwan abeeliifi abbootiin amantii seerichi kennamuusaa dura turan dhiheessanirraa maal baranna?
their inward principle of action and their standard for life are totally fleshly.,seerri keessasaaniitii gochasaanii to'atuufi qajeelfamni isaan ittiin geggeeffaman guutummaatti yaada fooniirratti kan hundaa'edha.,KEEP,VALID,CONSISTENT,their inward principle of action and their standard for life are totally fleshly.,seerri keessasaaniitii gochasaanii to'atuufi qajeelfamni isaan ittiin geggeeffaman guutummaatti yaada fooniirratti kan hundaa'edha.
"i went to russia for six months, he relates.",akkana jedheera ji'a ja'aaf gara raashiyaa deemeen ture.,KEEP,VALID,CONSISTENT,"i went to russia for six months, he relates.",akkana jedheera ji'a ja'aaf gara raashiyaa deemeen ture.
"no longer will you struggle to do what is right in god s eyes, for your entire organism will have been perfected and your personality will have been fully transformed according to god s image.",qaamni keenya cubbuurraa walaba waan ta'uuf amalli waaqayyoo guutummaatti akka nurraa calaqqisu gochuu dandeenya sana booda wanta waaqayyo duratti sirrii ta'e raawwachuuf qabsoo gochuun nu hin barbaachisu.,KEEP,VALID,CONSISTENT,"no longer will you struggle to do what is right in god s eyes, for your entire organism will have been perfected and your personality will have been fully transformed according to god s image.",qaamni keenya cubbuurraa walaba waan ta'uuf amalli waaqayyoo guutummaatti akka nurraa calaqqisu gochuu dandeenya sana booda wanta waaqayyo duratti sirrii ta'e raawwachuuf qabsoo gochuun nu hin barbaachisu.
"in many cases, there is an underlying issue.",yeroo baay'ee wanti karaa hafuuraa fedhii akka dhaban isaan godhu kan biraan ni jiraata.,KEEP,VALID,CONSISTENT,"in many cases, there is an underlying issue.",yeroo baay'ee wanti karaa hafuuraa fedhii akka dhaban isaan godhu kan biraan ni jiraata.
"see questions from readers in the watchtower of may , .","masaraa eegumsaa caamsaa , rraa amaariffa mataduree gaaffii dubbistootaa jedhu ilaali.",KEEP,VALID,CONSISTENT,"see questions from readers in the watchtower of may , .","masaraa eegumsaa caamsaa , rraa amaariffa mataduree gaaffii dubbistootaa jedhu ilaali."
"sadly, cain ignored his creator s counsel and murdered his brother.","kan nama gaddisiisu, qaayin gorsa uumaansaa kenneef diduudhaan obboleessasaa ajjeese.",KEEP,VALID,CONSISTENT,"sadly, cain ignored his creator s counsel and murdered his brother.","kan nama gaddisiisu, qaayin gorsa uumaansaa kenneef diduudhaan obboleessasaa ajjeese."
mom tried both pleading and reasoning.,"haati koo na kadhatti, akkasumas na amansiisuuf ni yaalti turte.",KEEP,VALID,CONSISTENT,mom tried both pleading and reasoning.,"haati koo na kadhatti, akkasumas na amansiisuuf ni yaalti turte."
b what did one circuit overseer observe about the bible teach book?,b daawwataan olaanaa aanaa tokko waa ee kitaaba barumsa macaafa qulqulluu jedhamu ilaalchisee maal jedheera?,KEEP,VALID,CONSISTENT,b what did one circuit overseer observe about the bible teach book?,b daawwataan olaanaa aanaa tokko waa ee kitaaba barumsa macaafa qulqulluu jedhamu ilaalchisee maal jedheera?
he would never ask more of us than we can handle.,matumaa wanta humna keenyaa ol ta e akka raawwannu nu hin gaafatu.,KEEP,VALID,CONSISTENT,he would never ask more of us than we can handle.,matumaa wanta humna keenyaa ol ta e akka raawwannu nu hin gaafatu.
"obtaining the facts and evaluating them accurately present a challenge today because of the abundance of low quality information, reports filled with half truths, and our own imperfection.","yeroo har'aatti odeeffannoowwan sobaa, gabaasawwan walakkaan isaanii dhugaa ta'an babal'achuun isaanii fi mudaa kan qabnu ta'uun keenya, dhimma tokko ilaalchisee dhugaa isaa beekuu fi sirriitti madaaluun rakkisaa akka nutti ta'u godhu.",KEEP,VALID,CONSISTENT,"obtaining the facts and evaluating them accurately present a challenge today because of the abundance of low quality information, reports filled with half truths, and our own imperfection.","yeroo har'aatti odeeffannoowwan sobaa, gabaasawwan walakkaan isaanii dhugaa ta'an babal'achuun isaanii fi mudaa kan qabnu ta'uun keenya, dhimma tokko ilaalchisee dhugaa isaa beekuu fi sirriitti madaaluun rakkisaa akka nutti ta'u godhu."
"finally, john wischuk described how the writing committee oversees the careful preparation and processing of material for our publications.","dhumarratti joon wiischak koreen barreeffamaa, qophiifi hojii barreeffamoota keenya qopheessuu of eeggannoodhaan akkamitti akka to'atu ibse.",KEEP,VALID,CONSISTENT,"finally, john wischuk described how the writing committee oversees the careful preparation and processing of material for our publications.","dhumarratti joon wiischak koreen barreeffamaa, qophiifi hojii barreeffamoota keenya qopheessuu of eeggannoodhaan akkamitti akka to'atu ibse."
all the new tracts follow the same format.,akkaataan tiraaktonni haaraan hundi itti qophaa'an wal fakkaata.,KEEP,VALID,CONSISTENT,all the new tracts follow the same format.,akkaataan tiraaktonni haaraan hundi itti qophaa'an wal fakkaata.
these are verses that jehovah s witnesses often use in their ministry.,dhugaa baatonni yihowaa yeroo baay'ee tajaajilarratti caqasoota kanatti ni fayyadamu.,KEEP,VALID,CONSISTENT,these are verses that jehovah s witnesses often use in their ministry.,dhugaa baatonni yihowaa yeroo baay'ee tajaajilarratti caqasoota kanatti ni fayyadamu.
verse says i shall laud jehovah with all my heart in the intimate group of upright ones and the assembly.,"lakkoofsi , walga ii gara qajeelotaa keessatti, waldicha keessattis waaqayyoon garaa guutuudhaan nan galateeffadha! jedha.",KEEP,VALID,CONSISTENT,verse says i shall laud jehovah with all my heart in the intimate group of upright ones and the assembly.,"lakkoofsi , walga ii gara qajeelotaa keessatti, waldicha keessattis waaqayyoon garaa guutuudhaan nan galateeffadha! jedha."
"however, that blessing was dependent on obeying the law, which the israelites failed to do.","israa eloonni eebba argachuunsaanii, seerichaaf abboomamuusaaniirratti kan hundaa e ture haata u malee isaan seera kanaaf utuu hin abboomamin hafaniiru.",KEEP,VALID,CONSISTENT,"however, that blessing was dependent on obeying the law, which the israelites failed to do.","israa eloonni eebba argachuunsaanii, seerichaaf abboomamuusaaniirratti kan hundaa e ture haata u malee isaan seera kanaaf utuu hin abboomamin hafaniiru."
"if you are a parent, do you at times feel unequal to the responsibility of teaching and molding your children to become men and women who have faith?","warra yoo taatan, al tokko tokko ijoolleen keessan guddatanii ga'eessota amantii qaban akka ta'an barsiisuu fi leenjisuuf itti gaafatamummaa qabdan raawwachuuf ga'umsa akka hin qabne isinitti dhaga'amaa?",KEEP,VALID,CONSISTENT,"if you are a parent, do you at times feel unequal to the responsibility of teaching and molding your children to become men and women who have faith?","warra yoo taatan, al tokko tokko ijoolleen keessan guddatanii ga'eessota amantii qaban akka ta'an barsiisuu fi leenjisuuf itti gaafatamummaa qabdan raawwachuuf ga'umsa akka hin qabne isinitti dhaga'amaa?"
b what promise regarding kingship did god make to david?,b mootummaa ilaalchisee waaqayyo daawitiif abdii akkamii kenne?,KEEP,VALID,CONSISTENT,b what promise regarding kingship did god make to david?,b mootummaa ilaalchisee waaqayyo daawitiif abdii akkamii kenne?
"indeed, such acts are an ominous sign of the times!","dhugumayyuu, amalli gadheen akkasii milikkita dhuma barichaa addaan baasee beeksisudha!",KEEP,VALID,CONSISTENT,"indeed, such acts are an ominous sign of the times!","dhugumayyuu, amalli gadheen akkasii milikkita dhuma barichaa addaan baasee beeksisudha!"
"with regard to these matters, david said of a guest in jehovah s tent he does not slander with his tongue... he does not accept a bribe against the innocent. ps.","daawit wanta nama godoo waaqayyoo keessa jiraaturraa eegamu yommuu ibsu, nama arraba qaratee asii fi achi hin labne... nama yakka hin qabne irratti gabbarsuu kan hin fudhanne jedheera. far.",KEEP,VALID,CONSISTENT,"with regard to these matters, david said of a guest in jehovah s tent he does not slander with his tongue... he does not accept a bribe against the innocent. ps.","daawit wanta nama godoo waaqayyoo keessa jiraaturraa eegamu yommuu ibsu, nama arraba qaratee asii fi achi hin labne... nama yakka hin qabne irratti gabbarsuu kan hin fudhanne jedheera. far."
"if you need to be more loving and compassionate toward your marriage mate, work to attain this objective with the help of god and his word.","hariiroo hiriyaa gaa elaakee wajjin qabduun jaalalaafi gara laafina argisiisuun kan si barbaachisu yoo ta e, gargaarsa waaqayyoofi dubbiisaatiin amalawwan kana caalaatti foyyeessuuf galma baafadhu.",KEEP,VALID,CONSISTENT,"if you need to be more loving and compassionate toward your marriage mate, work to attain this objective with the help of god and his word.","hariiroo hiriyaa gaa elaakee wajjin qabduun jaalalaafi gara laafina argisiisuun kan si barbaachisu yoo ta e, gargaarsa waaqayyoofi dubbiisaatiin amalawwan kana caalaatti foyyeessuuf galma baafadhu."
"he recognizes that there are limits to his time, energy, and resources.","namni akkanaa yeroon isaa, humni isaa fi qabeenyi isaa daangeffamaa akka ta'e amanee fudhata.",KEEP,VALID,CONSISTENT,"he recognizes that there are limits to his time, energy, and resources.","namni akkanaa yeroon isaa, humni isaa fi qabeenyi isaa daangeffamaa akka ta'e amanee fudhata."
these study articles consider the benefits of being generous in various ways.,"mata dureewwan lamaan kun, karaa adda addaatiin arjummaa argisiisuun bu'aa maalii akka qabu ibsu.",KEEP,VALID,CONSISTENT,these study articles consider the benefits of being generous in various ways.,"mata dureewwan lamaan kun, karaa adda addaatiin arjummaa argisiisuun bu'aa maalii akka qabu ibsu."
"obsolete english expressions were replaced, and a concerted effort was put forth to make the text clear and easy to understand without sacrificing accuracy.",jechoonni ingiliffaa warri yeroon itti darbe jijjiiramaniiru akkasumas yaanni isaa inni sirrii ta'e utuu hin jijjiiramin caqasicha karaa ifa ta'ee fi hubachuuf salphaa ta'een kaa'uuf carraaqqii cimaan godhameera.,KEEP,VALID,CONSISTENT,"obsolete english expressions were replaced, and a concerted effort was put forth to make the text clear and easy to understand without sacrificing accuracy.",jechoonni ingiliffaa warri yeroon itti darbe jijjiiramaniiru akkasumas yaanni isaa inni sirrii ta'e utuu hin jijjiiramin caqasicha karaa ifa ta'ee fi hubachuuf salphaa ta'een kaa'uuf carraaqqii cimaan godhameera.
